ID,Pincode,City,District,State
15272,721101,Midnapore,Medinipur,WEST BENGAL
15273,721102,Midnapore,West Midnapore,WEST BENGAL
15274,721121,Binpur-I,West Midnapore,WEST BENGAL
15275,721122,Midnapore,West Midnapore,WEST BENGAL
15276,721124,Ballichak,West Midnapore,WEST BENGAL
15277,721125,Baligeria,West Midnapore,WEST BENGAL
15278,721126,Keshpur,West Midnapore,WEST BENGAL
15279,721127,Garhbeta-I,West Midnapore,WEST BENGAL
15280,721128,Binpur-I,West Midnapore,WEST BENGAL
15281,721129,Midnapore,West Midnapore,WEST BENGAL
15282,721130,Daspur,West Midnapore,WEST BENGAL
15283,721131,Kharagpur,West Midnapore,WEST BENGAL
15284,721132,Salboni,West Midnapore,WEST BENGAL
15285,721133,Amda,West Midnapore,WEST BENGAL
15286,721134,Panskura,East Midnapore,WEST BENGAL
15287,721135,Bakrachak,West Midnapore,WEST BENGAL
15288,721136,Kharagpur,West Midnapore,WEST BENGAL
15289,721137,Sahid Matangini,East Midnapore,WEST BENGAL
15290,721139,Panakura,East Midnapore,WEST BENGAL
15291,721140,Kharagpur,West Midnapore,WEST BENGAL
15292,721143,Andhari,West Midnapore,WEST BENGAL
15293,721144,Kharagpur,West Midnapore,WEST BENGAL
15294,721145,Kharagpur,West Midnapore,WEST BENGAL
15295,721146,Daspur-I,West Midnapore,WEST BENGAL
15296,721147,Midnapore,West Midnapore,WEST BENGAL
15297,721148,Daspur,West Midnapore,WEST BENGAL
15298,721149,Debra,West Midnapore,WEST BENGAL
15299,721150,Keshpur,West Midnapore,WEST BENGAL
15300,721151,Panskura,East Midnapore,WEST BENGAL
15301,721152,Panskura,East Midnapore,WEST BENGAL
15302,721153,Daspur,East Midnapore,WEST BENGAL
15303,721154,Panskura,East Midnapore,WEST BENGAL
15304,721155,Kharagpur,West Midnapore,WEST BENGAL
15305,721156,Debra,West Midnapore,WEST BENGAL
15306,721157,Garhbeta,West Midnapore,WEST BENGAL
15307,721158,Panskura-ii,East Midnapore,WEST BENGAL
15308,721159,Jharia,West Midnapore,WEST BENGAL
15309,721160,Debra,West Midnapore,WEST BENGAL
15310,721161,Midnapore,West Midnapore,WEST BENGAL
15311,721166,Midnapore,West Midnapore,WEST BENGAL
15312,721167,Panskura,East Midnapore,WEST BENGAL
15313,721171,Sahid Matangini,East Midnapore,WEST BENGAL
15314,721172,Sahid Matangini,East Midnapore,WEST BENGAL
15315,721201,Chandrakona-I,West Midnapore,WEST BENGAL
15316,721211,Daspur-I,West Midnapore,WEST BENGAL
15317,721212,Daspur-I,West Midnapore,WEST BENGAL
15318,721222,Binpur-I,West Midnapore,WEST BENGAL
15319,721232,Chandrakona-I,West Midnapore,WEST BENGAL
15320,721242,Chandrakona-I,West Midnapore,WEST BENGAL
15321,721253,Garhbeta-I,West Midnapore,WEST BENGAL
15322,721260,Chandrakona-I,West Midnapore,WEST BENGAL
15323,721301,Kharagpur,West Midnapore,WEST BENGAL
15324,721302,Midnapore,West Midnapore,WEST BENGAL
15325,721303,Midnapore,West Midnapore,WEST BENGAL
15326,721304,Kharagpur,West Midnapore,WEST BENGAL
15327,721305,Kharagpur,West Midnapore,WEST BENGAL
15328,721306,Kharagpur,West Midnapore,WEST BENGAL
15329,721401,Ajodhyapur,East Midnapore,WEST BENGAL
15330,721420,Alangiri,East Midnapore,WEST BENGAL
15331,721422,Astichak,East Midnapore,WEST BENGAL
15332,721423,Balisai,East Midnapore,WEST BENGAL
15333,721424,Akanda,West Midnapore,WEST BENGAL
15334,721425,Basuli Bazar,West Midnapore,WEST BENGAL
15335,721426,Angua,West Midnapore,WEST BENGAL
15336,721427,Amtalia,East Midnapore,WEST BENGAL
15337,721428,Digha,East Midnapore,WEST BENGAL
15338,721429,Baranihary,East Midnapore,WEST BENGAL
15339,721430,Ajoya,East Midnapore,WEST BENGAL
15340,721431,Baratala,East Midnapore,WEST BENGAL
15341,721432,Baharganj,East Midnapore,WEST BENGAL
15342,721433,Battala,East Midnapore,WEST BENGAL
15343,721434,Barmakhal,East Midnapore,WEST BENGAL
15344,721435,Chhoto Srikrishnapur,East Midnapore,WEST BENGAL
15345,721436,Amarda,West Midnapore,WEST BENGAL
15346,721437,Bahurupa,West Midnapore,WEST BENGAL
15347,721438,Chandanpur,East Midnapore,WEST BENGAL
15348,721439,Alamchak Belda,East Midnapore,WEST BENGAL
15349,721440,Ballyagobindapur,East Midnapore,WEST BENGAL
15350,721441,Alankarpur,East Midnapore,WEST BENGAL
15351,721442,Baikunthapur,East Midnapore,WEST BENGAL
15352,721443,Bandhuchak,West Midnapore,WEST BENGAL
15353,721444,Analberia,East Midnapore,WEST BENGAL
15354,721445,Asda,West Midnapore,WEST BENGAL
15355,721446,Aswathapur,East Midnapore,WEST BENGAL
15356,721447,Kalyanpur Tentulmuri,East Midnapore,WEST BENGAL
15357,721448,Barada Bazar,East Midnapore,WEST BENGAL
15358,721449,Banamalichatta,East Midnapore,WEST BENGAL
15359,721450,Barabantalia,East Midnapore,WEST BENGAL
15360,721451,Bakurpada,West Midnapore,WEST BENGAL
15361,721452,Basudebpur,East Midnapore,WEST BENGAL
15362,721453,Depal,East Midnapore,WEST BENGAL
15363,721454,Alukaranbarh,East Midnapore,WEST BENGAL
15364,721455,Bhuniajibarh,East Midnapore,WEST BENGAL
15365,721456,Argoal,East Midnapore,WEST BENGAL
15366,721457,Akpura,West Midnapore,WEST BENGAL
15367,721458,Bankibheri,East Midnapore,WEST BENGAL
15368,721463,Digha,East Midnapore,WEST BENGAL
15369,721467,Adasimla,West Midnapore,WEST BENGAL
15370,721501,Binpur-II,West Midnapore,WEST BENGAL
15371,721503,Jamboni,West Midnapore,WEST BENGAL
15372,721504,Binpur-I,West Midnapore,WEST BENGAL
15373,721505,Jhargram,West Midnapore,WEST BENGAL
15374,721506,Binpur-II,West Midnapore,WEST BENGAL
15375,721507,Jhargram,West Midnapore,WEST BENGAL
15376,721513,Jhargram,West Midnapore,WEST BENGAL
15377,721514,Jhargram,West Midnapore,WEST BENGAL
15378,721515,Binpur-II,West Midnapore,WEST BENGAL
15379,721516,Binpur-I,West Midnapore,WEST BENGAL
15380,721517,Gopiballavpur-II,West Midnapore,WEST BENGAL
15381,721601,Bhagawanpur,East Midnapore,WEST BENGAL
15382,721602,Haldia Municipality,East Midnapore,WEST BENGAL
15383,721603,Mahisadal,East Midnapore,WEST BENGAL
15384,721604,Haldia Municipality,East Midnapore,WEST BENGAL
15385,721606,Haldia Municipality,East Midnapore,WEST BENGAL
15386,721607,Haldia Municipality,East Midnapore,WEST BENGAL
15387,721625,Nandigram,East Midnapore,WEST BENGAL
15388,721626,Bhagawanpur,East Midnapore,WEST BENGAL
15389,721627,Daspur,West Midnapore,WEST BENGAL
15390,721628,Mahisadal,East Midnapore,WEST BENGAL
15391,721629,Moiyna,East Midnapore,WEST BENGAL
15392,721631,Nandigram,East Midnapore,WEST BENGAL
15393,721632,Nandakumar,East Midnapore,WEST BENGAL
15394,721633,Bhagawanpur,East Midnapore,WEST BENGAL
15395,721634,Panskura,East Midnapore,WEST BENGAL
15396,721635,Haldia Municipality,East Midnapore,WEST BENGAL
15397,721636,Sahidmatangini,East Midnapore,WEST BENGAL
15398,721641,Daspur,West Midnapore,WEST BENGAL
15399,721642,Arankiarana,East Midnapore,WEST BENGAL
15400,721643,Nandakumar,East Midnapore,WEST BENGAL
15401,721644,Moyna,East Midnapore,WEST BENGAL
15402,721645,Haldia,East Midnapore,WEST BENGAL
15403,721646,Nandigram,East Midnapore,WEST BENGAL
15404,721647,Moiyna,East Midnapore,WEST BENGAL
15405,721648,Mahisadal,East Midnapore,WEST BENGAL
15406,721649,Moyna,East Midnapore,WEST BENGAL
15407,721650,Nandigram Ii,East Midnapore,WEST BENGAL
15408,721651,Moyna,East Midnapore,WEST BENGAL
15409,721652,Nandakumar,East Midnapore,WEST BENGAL
15410,721653,Tamluk,East Midnapore,WEST BENGAL
15411,721654,Haldia,East Midnapore,WEST BENGAL
15412,721655,Kajlagarh,East Midnapore,WEST BENGAL
15413,721656,Nandigram,East Midnapore,WEST BENGAL
15414,721657,Haldia,East Midnapore,WEST BENGAL
15415,721658,Sutahata,East Midnapore,WEST BENGAL
15416,721659,Chandipur,East Midnapore,WEST BENGAL
15417,722101,Bankura - I,Bankura,WEST BENGAL
15418,722102,Bankura,Bankura,WEST BENGAL
15419,722107,Bankura,Bankura,WEST BENGAL
15420,722110,Sonamukhi,Bankura,WEST BENGAL
15421,722111,Sonamukhi,Bankura,WEST BENGAL
15422,722112,Sonamukhi,Bankura,WEST BENGAL
15423,722121,Hirbandh,Bankura,WEST BENGAL
15424,722122,Bishnupur,Bankura,WEST BENGAL
15425,722132,Bankura,Bankura,WEST BENGAL
15426,722133,G.ghati,Bankura,WEST BENGAL
15427,722134,Raipur,Bankura,WEST BENGAL
15428,722135,Khatra,Bankura,WEST BENGAL
15429,722136,Bankura,Bankura,WEST BENGAL
15430,722137,Chhatna,Bankura,WEST BENGAL
15431,722138,Jaypur,Bankura,WEST BENGAL
15432,722139,Bankura,Bankura,WEST BENGAL
15433,722140,Hirbandh,Bankura,WEST BENGAL
15434,722141,Kotalpur,Bankura,WEST BENGAL
15435,722142,Barjora,Bankura,WEST BENGAL
15436,722143,Mejhia,Bankura,WEST BENGAL
15437,722144,Onda,Bankura,WEST BENGAL
15438,722145,Taldangra,Bankura,WEST BENGAL
15439,722146,Bankura,Bankura,WEST BENGAL
15440,722147,Onda,Bankura,WEST BENGAL
15441,722148,Ranibandh,Bankura,WEST BENGAL
15442,722149,Taldangra,Bankura,WEST BENGAL
15443,722150,Raipur,Bankura,WEST BENGAL
15444,722151,Raipur,Bankura,WEST BENGAL
15445,722152,Indpur,Bankura,WEST BENGAL
15446,722153,Saltora,Bankura,WEST BENGAL
15447,722154,Joypur,Bankura,WEST BENGAL
15448,722155,Bankura,Bankura,WEST BENGAL
15449,722156,Simlapal,Bankura,WEST BENGAL
15450,722157,Bishnupur,Bankura,WEST BENGAL
15451,722158,Saltora,Bankura,WEST BENGAL
15452,722160,Simlapal,Bankura,WEST BENGAL
15453,722161,Kotalpur,Bankura,WEST BENGAL
15454,722162,Raipur,Bankura,WEST BENGAL
15455,722163,Onda,Bankura,WEST BENGAL
15456,722164,Bishnpur,Bankura,WEST BENGAL
15457,722165,Onda,Bankura,WEST BENGAL
15458,722166,G.ghati,Bankura,WEST BENGAL
15459,722168,Borjora,Bankura,WEST BENGAL
15460,722169,G.ghati,Bankura,WEST BENGAL
15461,722170,Onda,Bankura,WEST BENGAL
15462,722171,Hirbandh,Bankura,WEST BENGAL
15463,722172,Bankura,Bankura,WEST BENGAL
15464,722173,Indpur,Bankura,WEST BENGAL
15465,722174,Onda,Bankura,WEST BENGAL
15466,722175,Bankura,Bankura,WEST BENGAL
15467,722176,Bankura,Bankura,WEST BENGAL
15468,722177,Gangajalghati,Bankura,WEST BENGAL
15469,722178,Bankura,Bankura,WEST BENGAL
15470,722179,Bankura,Bankura,WEST BENGAL
15471,722180,Bankura,Bankura,WEST BENGAL
15472,722181,Bankura,Bankura,WEST BENGAL
15473,722182,Chhatna,Bankura,WEST BENGAL
15474,722183,Gangajalghati,Bankura,WEST BENGAL
15475,722201,Indas,Bankura,WEST BENGAL
15476,722202,Barjora,Bankura,WEST BENGAL
15477,722203,Barjora,Bankura,WEST BENGAL
15478,722204,Barjora,Bankura,WEST BENGAL
15479,722205,Indas,Bankura,WEST BENGAL
15480,722206,Indas,Bankura,WEST BENGAL
15481,722207,Sonamukhi,Bankura,WEST BENGAL
15482,722208,Sonamukhi,Bankura,WEST BENGAL
15483,722209,Sonamukhi,Bankura,WEST BENGAL
15484,723101,Puncha,Puruliya,WEST BENGAL
15485,723102,Chharrah,Puruliya,WEST BENGAL
15486,723103,Chharrah,Puruliya,WEST BENGAL
15487,723104,Purulia - I,Puruliya,WEST BENGAL
15488,723121,Adra,Puruliya,WEST BENGAL
15489,723126,Anara,Puruliya,WEST BENGAL
15490,723127,Barabazar,Puruliya,WEST BENGAL
15491,723128,Balakdih,Puruliya,WEST BENGAL
15492,723129,Bundwan,Puruliya,WEST BENGAL
15493,723130,Hura,Puruliya,WEST BENGAL
15494,723131,Hura,Puruliya,WEST BENGAL
15495,723132,Kashipur,Puruliya,WEST BENGAL
15496,723133,Kashipur,Puruliya,WEST BENGAL
15497,723142,Ramkanali,Puruliya,WEST BENGAL
15498,723143,Baghmundi,Puruliya,WEST BENGAL
15499,723145,Raghunathpur,Puruliya,WEST BENGAL
15500,723146,Para,Puruliya,WEST BENGAL
15501,723147,Chharrah,Puruliya,WEST BENGAL
15502,723148,Hura,Puruliya,WEST BENGAL
15503,723149,Chharrah,Puruliya,WEST BENGAL
15504,723151,Puncha,Puruliya,WEST BENGAL
15505,723152,Baghmudni,Puruliya,WEST BENGAL
15506,723153,Arsha,Puruliya,WEST BENGAL
15507,723154,Arsha,Puruliya,WEST BENGAL
15508,723155,Para,Puruliya,WEST BENGAL
15509,723156,Murardih,Puruliya,WEST BENGAL
15510,723161,Manbazar - II,Puruliya,WEST BENGAL
15511,723168,Manihara,Puruliya,WEST BENGAL
15512,723201,Arsha,Puruliya,WEST BENGAL
15513,723202,Jhalda,Puruliya,WEST BENGAL
15514,723212,Baghmundi,Puruliya,WEST BENGAL
15515,723213,Jhalda,Puruliya,WEST BENGAL
15516,723215,Jaipur,Puruliya,WEST BENGAL
15517,731101,Birbhum,Birbhum,WEST BENGAL
15518,731102,Birbhum,Birbhum,WEST BENGAL
15519,731103,Birbhum,Birbhum,WEST BENGAL
15520,731104,Birbhum,Birbhum,WEST BENGAL
15521,731121,Birbhum,Birbhum,WEST BENGAL
15522,731123,Birbhum,Birbhum,WEST BENGAL
15523,731124,Birbhum,Birbhum,WEST BENGAL
15524,731125,Birbhum,Birbhum,WEST BENGAL
15525,731126,Birbhum,Birbhum,WEST BENGAL
15526,731127,Birbhum,Birbhum,WEST BENGAL
15527,731129,Birbhum,Birbhum,WEST BENGAL
15528,731130,Birbhum,Birbhum,WEST BENGAL
15529,731132,Birbhum,Birbhum,WEST BENGAL
15530,731133,Birbhum,Birbhum,WEST BENGAL
15531,731201,Birbhum,Birbhum,WEST BENGAL
15532,731202,Birbhum,Birbhum,WEST BENGAL
15533,731204,Birbhum,Birbhum,WEST BENGAL
15534,731213,Birbhum,Birbhum,WEST BENGAL
15535,731214,Birbhum,Birbhum,WEST BENGAL
15536,731215,Birbhum,Birbhum,WEST BENGAL
15537,731216,Birbhum,Birbhum,WEST BENGAL
15538,731219,Birbhum,Birbhum,WEST BENGAL
15539,731220,Birbhum,Birbhum,WEST BENGAL
15540,731221,Birbhum,Birbhum,WEST BENGAL
15541,731222,Birbhum,Birbhum,WEST BENGAL
15542,731223,Birbhum,Birbhum,WEST BENGAL
15543,731224,Rampurhat - I,Birbhum,WEST BENGAL
15544,731233,Birbhum,Birbhum,WEST BENGAL
15545,731234,Birbhum,Birbhum,WEST BENGAL
15546,731235,Birbhum,Birbhum,WEST BENGAL
15547,731236,Birbhum,Birbhum,WEST BENGAL
15548,731237,Birbhum,Birbhum,WEST BENGAL
15549,731238,Birbhum,Birbhum,WEST BENGAL
15550,731240,Birbhum,Birbhum,WEST BENGAL
15551,731241,Birbhum,Birbhum,WEST BENGAL
15552,731242,Birbhum,Birbhum,WEST BENGAL
15553,731243,Birbhum,Birbhum,WEST BENGAL
15554,731244,Birbhum,Birbhum,WEST BENGAL
15555,731245,Birbhum,Birbhum,WEST BENGAL
15556,731301,Birbhum,Birbhum,WEST BENGAL
15557,731302,Birbhum,Birbhum,WEST BENGAL
15558,731303,Birbhum,Birbhum,WEST BENGAL
15559,732101,Englishbazar,Malda,WEST BENGAL
15560,732102,Englishbazar,Malda,WEST BENGAL
15561,732103,Englishbazar,Malda,WEST BENGAL
15562,732121,Gouramari,Malda,WEST BENGAL
15563,732122,Aktail,Malda,WEST BENGAL
15564,732123,Chanchal,Malda,WEST BENGAL
15565,732124,Alal,Malda,WEST BENGAL
15566,732125,Hardamnagar,Malda,WEST BENGAL
15567,732126,Chanchal,Malda,WEST BENGAL
15568,732127,Baishnabnagar,Malda,WEST BENGAL
15569,732128,Englishbazar,Malda,WEST BENGAL
15570,732138,Bamangola,Malda,WEST BENGAL
15571,732139,Amarsinghi,Malda,WEST BENGAL
15572,732140,Chanchal,Malda,WEST BENGAL
15573,732141,Englishbazar,Malda,WEST BENGAL
15574,732142,Old Malda,Malda,WEST BENGAL
15575,732143,Old Malda,Malda,WEST BENGAL
15576,732144,Sahajalalpur,Malda,WEST BENGAL
15577,732147,Bamangola,Malda,WEST BENGAL
15578,732150,Kharba,Malda,WEST BENGAL
15579,732201,Baishnabnagar,Malda,WEST BENGAL
15580,732202,Chowki Mirdadpur,Malda,WEST BENGAL
15581,732203,Manikchak,Malda,WEST BENGAL
15582,732204,Chanchal,Malda,WEST BENGAL
15583,732205,Ratua,Malda,WEST BENGAL
15584,732206,Baro Sujapur,Malda,WEST BENGAL
15585,732207,Englishbazar,Malda,WEST BENGAL
15586,732208,Englishbazar,Malda,WEST BENGAL
15587,732209,English Bazar,Malda,WEST BENGAL
15588,732210,Baishnabnagar,Malda,WEST BENGAL
15589,732211,Englishbazar,Malda,WEST BENGAL
15590,732212,Englishbazar,Malda,WEST BENGAL
15591,732213,Chanchal,Malda,WEST BENGAL
15592,732214,Ratua-ii,Malda,WEST BENGAL
15593,732215,Baishnabnagar,Malda,WEST BENGAL
15594,732216,Akandaberia,Malda,WEST BENGAL
15595,733101,Balurghat,South Dinajpur,WEST BENGAL
15596,733102,Balurghat,South Dinajpur,WEST BENGAL
15597,733103,Balurghat,South Dinajpur,WEST BENGAL
15598,733121,Banshihari,South Dinajpur,WEST BENGAL
15599,733123,Raiganj,North Dinajpur,WEST BENGAL
15600,733124,Bamangola,Malda,WEST BENGAL
15601,733125,Banshihari,South Dinajpur,WEST BENGAL
15602,733126,Hili,South Dinajpur,WEST BENGAL
15603,733127,Balurghat,South Dinajpur,WEST BENGAL
15604,733128,Harirampur,South Dinajpur,WEST BENGAL
15605,733129,Kaliaganj,North Dinajpur,WEST BENGAL
15606,733130,Hemtabad,North Dinajpur,WEST BENGAL
15607,733132,Kaliaganj,North Dinajpur,WEST BENGAL
15608,733133,Balurghat,South Dinajpur,WEST BENGAL
15609,733134,Raiganj,North Dinajpur,WEST BENGAL
15610,733140,Gangarampur,South Dinajpur,WEST BENGAL
15611,733141,Gangarampur,South Dinajpur,WEST BENGAL
15612,733142,Bamangola,Malda,WEST BENGAL
15613,733143,Itahar,North Dinajpur,WEST BENGAL
15614,733145,Balurghat,South Dinajpur,WEST BENGAL
15615,733156,Raiganj,North Dinajpur,WEST BENGAL
15616,733158,Balurghat,South Dinajpur,WEST BENGAL
15617,733201,Dalkhola,North Dinajpur,WEST BENGAL
15618,733202,Chopra,North Dinajpur,WEST BENGAL
15619,733207,Chopra,North Dinajpur,WEST BENGAL
15620,733208,Goalpokhar - I,North Dinajpur,WEST BENGAL
15621,733209,Goalpokhar - II,North Dinajpur,WEST BENGAL
15622,733210,Goalpokhar - I,North Dinajpur,WEST BENGAL
15623,733215,Karandighi,North Dinajpur,WEST BENGAL
15624,734001,Rajganj,Jalpaiguri,WEST BENGAL
15625,734003,Siliguri,Darjiling,WEST BENGAL
15626,734004,Rajganj,Jalpaiguri,WEST BENGAL
15627,734005,Siliguri,Darjiling,WEST BENGAL
15628,734006,Rajganj,Jalpaiguri,WEST BENGAL
15629,734007,Rajganj,Jalpaiguri,WEST BENGAL
15630,734008,Kalimpong -I,Darjiling,WEST BENGAL
15631,734009,Kurseong,Darjiling,WEST BENGAL
15632,734010,Siliguri,Darjiling,WEST BENGAL
15633,734011,Naxalbari,Darjiling,WEST BENGAL
15634,734012,Siliguri,Darjiling,WEST BENGAL
15635,734013,Matigara ,Darjiling,WEST BENGAL
15636,734014,Darjeeling,Darjiling,WEST BENGAL
15637,734015,Rajganj,Jalpaiguri,WEST BENGAL
15638,734101,Darjeeling Pulbazar,Darjiling,WEST BENGAL
15639,734102,Darjeeling,Darjiling,WEST BENGAL
15640,734103,Darjeeling Pulbazar,Darjiling,WEST BENGAL
15641,734104,Darjeeling,Darjiling,WEST BENGAL
15642,734105,Darjeeling,Darjiling,WEST BENGAL
15643,734121,Darjeeling,Darjiling,WEST BENGAL
15644,734122,Darjeeling,Darjiling,WEST BENGAL
15645,734123,Darjeeling,Darjiling,WEST BENGAL
15646,734124,Darjeeling Pulbazar,Darjiling,WEST BENGAL
15647,734201,Darjeeling,Darjiling,WEST BENGAL
15648,734203,Kurseong,Darjiling,WEST BENGAL
15649,734204,Kurseong,Darjiling,WEST BENGAL
15650,734209,Jorebunglow Sukiapokhri,Darjiling,WEST BENGAL
15651,734213,Kurseong,Darjiling,WEST BENGAL
15652,734214,Kurseong,Darjiling,WEST BENGAL
15653,734215,Jorebunglow Sukiapokhri,Darjiling,WEST BENGAL
15654,734216,Jorebunglow Sukiapokhri,Darjiling,WEST BENGAL
15655,734217,Kurseong,Darjiling,WEST BENGAL
15656,734218,Kurseong,Darjiling,WEST BENGAL
15657,734220,Kurseong,Darjiling,WEST BENGAL
15658,734221,Jorebunglow Sukiapokhri,Darjiling,WEST BENGAL
15659,734222,Kurseong,Darjiling,WEST BENGAL
15660,734223,Kurseong,Darjiling,WEST BENGAL
15661,734224,Kurseong,Darjiling,WEST BENGAL
15662,734226,Darjeeling,Darjiling,WEST BENGAL
15663,734227,Mirik,Darjiling,WEST BENGAL
15664,734301,Kalimpong,Darjiling,WEST BENGAL
15665,734311,Kalimpong,Darjiling,WEST BENGAL
15666,734312,Kalimpong,Darjiling,WEST BENGAL
15667,734313,Kalimpong,Darjiling,WEST BENGAL
15668,734314,Kalimpong,Darjiling,WEST BENGAL
15669,734315,Kalimpong,Darjiling,WEST BENGAL
15670,734316,Darjeeling Pulbazar,Darjiling,WEST BENGAL
15671,734317,Kalimpong,Darjiling,WEST BENGAL
15672,734319,Kalimpong,Darjiling,WEST BENGAL
15673,734320,Kalimpong -I,Darjiling,WEST BENGAL
15674,734321,Kalimpong,Darjiling,WEST BENGAL
15675,734421,Phansidewa,Darjiling,WEST BENGAL
15676,734423,Siliguri,Darjiling,WEST BENGAL
15677,734424,Phansidewa,Darjiling,WEST BENGAL
15678,734426,Naxalbari,Darjiling,WEST BENGAL
15679,734427,Kharibari,Darjiling,WEST BENGAL
15680,734429,Kharibari,Darjiling,WEST BENGAL
15681,734431,Naxalbari,Darjiling,WEST BENGAL
15682,734434,Phansidewa,Darjiling,WEST BENGAL
15683,734436,Phansidewa,Darjiling,WEST BENGAL
15684,734501,Mal,Jalpaiguri,WEST BENGAL
15685,734503,Gorubathan,Darjiling,WEST BENGAL
15686,735101,Jalpaiguri,Jalpaiguri,WEST BENGAL
15687,735102,Jalpaiguri,Jalpaiguri,WEST BENGAL
15688,735121,Jalpaiguri,Jalpaiguri,WEST BENGAL
15689,735122,Haldibari,Cooch Behar,WEST BENGAL
15690,735132,Jalpaiguri,Jalpaiguri,WEST BENGAL
15691,735133,Jalpaiguri,Jalpaiguri,WEST BENGAL
15692,735134,Rajganj,Jalpaiguri,WEST BENGAL
15693,735135,Jalpaiguri,Jalpaiguri,WEST BENGAL
15694,735202,Dhupguri,Jalpaiguri,WEST BENGAL
15695,735203,Mal,Jalpaiguri,WEST BENGAL
15696,735204,Falakata,Jalpaiguri,WEST BENGAL
15697,735205,Mal,Jalpaiguri,WEST BENGAL
15698,735206,Gorubathan,Darjiling,WEST BENGAL
15699,735207,Madarihat,Jalpaiguri,WEST BENGAL
15700,735208,Alipurduar,Jalpaiguri,WEST BENGAL
15701,735209,Mal,Jalpaiguri,WEST BENGAL
15702,735210,Dhupguri,Jalpaiguri,WEST BENGAL
15703,735211,Falakata,Jalpaiguri,WEST BENGAL
15704,735212,Dhupguri,Jalpaiguri,WEST BENGAL
15705,735213,Falakata,Jalpaiguri,WEST BENGAL
15706,735214,Alipurduar,Jalpaiguri,WEST BENGAL
15707,735215,Kalchini,Jalpaiguri,WEST BENGAL
15708,735216,Falakata,Jalpaiguri,WEST BENGAL
15709,735217,Alipurduar,Jalpaiguri,WEST BENGAL
15710,735218,Mal,Jalpaiguri,WEST BENGAL
15711,735219,Mal,Jalpaiguri,WEST BENGAL
15712,735220,Falakata,Jalpaiguri,WEST BENGAL
15713,735221,Mal,Jalpaiguri,WEST BENGAL
15714,735222,Jalpaiguri,Jalpaiguri,WEST BENGAL
15715,735223,Jalpaiguri,Jalpaiguri,WEST BENGAL
15716,735224,Mal,Jalpaiguri,WEST BENGAL
15717,735225,Nagrakata,Jalpaiguri,WEST BENGAL
15718,735226,Kalchini,Jalpaiguri,WEST BENGAL
15719,735227,Alipurduar,Jalpaiguri,WEST BENGAL
15720,735228,Madari Hat,Jalpaiguri,WEST BENGAL
15721,735229,Mal,Jalpaiguri,WEST BENGAL
15722,735230,Mal,Jalpaiguri,WEST BENGAL
15723,735231,Garubathan I,Darjiling,WEST BENGAL
15724,735232,Dhupguri,Jalpaiguri,WEST BENGAL
15725,735233,Dhupguri,Jalpaiguri,WEST BENGAL
15726,735234,Mal,Jalpaiguri,WEST BENGAL
15727,735301,Mekhliganj,Cooch Behar,WEST BENGAL
15728,735302,Maynaguri,Jalpaiguri,WEST BENGAL
15729,735303,Mathabhanga,Cooch Behar,WEST BENGAL
15730,735304,Mekhliganj,Cooch Behar,WEST BENGAL
15731,735305,Maynaguri,Jalpaiguri,WEST BENGAL
15732,736101,Cooch Behar - I,Cooch Behar,WEST BENGAL
15733,736121,Alipurduar,Jalpaiguri,WEST BENGAL
15734,736122,Alipurduar,Jalpaiguri,WEST BENGAL
15735,736123,Alipurduar,Jalpaiguri,WEST BENGAL
15736,736131,Tufanganj,Cooch Behar,WEST BENGAL
15737,736133,Cooch Behar,Cooch Behar,WEST BENGAL
15738,736134,Cooch Behar - I,Cooch Behar,WEST BENGAL
15739,736135,Dinhata,Cooch Behar,WEST BENGAL
15740,736145,Dinhata,Cooch Behar,WEST BENGAL
15741,736146,Mathabhanga,Cooch Behar,WEST BENGAL
15742,736156,Cooch Behar,Cooch Behar,WEST BENGAL
15743,736157,Cooch Behar - I,Cooch Behar,WEST BENGAL
15744,736158,Sitalkuchi,Cooch Behar,WEST BENGAL
15745,736159,Tufanganj,Cooch Behar,WEST BENGAL
15746,736160,Tufanganj,Cooch Behar,WEST BENGAL
15747,736165,Cooch Behar,Cooch Behar,WEST BENGAL
15748,736167,Dinhata,Cooch Behar,WEST BENGAL
15749,736168,Dinhata,Cooch Behar,WEST BENGAL
15750,736169,Dinhata,Cooch Behar,WEST BENGAL
15751,736170,Cooch Behar,Cooch Behar,WEST BENGAL
15752,736171,Cooch Behar - I,Cooch Behar,WEST BENGAL
15753,736172,Mathabhanga,Cooch Behar,WEST BENGAL
15754,736176,Dinhata,Cooch Behar,WEST BENGAL
15755,736179,Cooch Behar - I,Cooch Behar,WEST BENGAL
15756,736182,Kalchini,Jalpaiguri,WEST BENGAL
15757,736201,Alipurduar,Jalpaiguri,WEST BENGAL
15758,736202,Alipurduar,Jalpaiguri,WEST BENGAL
15759,736203,Alipurduar,Jalpaiguri,WEST BENGAL
15760,736204,Alipurduar,Cooch Behar,WEST BENGAL
15761,736205,Kumargram,Jalpaiguri,WEST BENGAL
15762,736206,Alipurduar,Cooch Behar,WEST BENGAL
15763,736207,Alipurduar,Jalpaiguri,WEST BENGAL
15764,736208,Alipurduar,Jalpaiguri,WEST BENGAL
15765,737101,Gangtok,East Sikkim,SIKKIM
15766,737102,East District,East Sikkim,SIKKIM
15767,737103,Gangtok,East Sikkim,SIKKIM
15768,737106,Pakyong,East Sikkim,SIKKIM
