ID,Pincode,City,District,State
590,143422,TARN-TARAN,Tarn Taran,PUNJAB
591,143501,Amritsar,Amritsar,PUNJAB
592,143502,Amritsar,Amritsar,PUNJAB
593,143504,Amritsar,Amritsar,PUNJAB
594,143505,Batala,Gurdaspur,PUNJAB
595,143506,Batala,Gurdaspur,PUNJAB
596,143507,Batala,Gurdaspur,PUNJAB
597,143511,Batala,Gurdaspur,PUNJAB
598,143512,Batala,Gurdaspur,PUNJAB
599,143513,Batala,Gurdaspur,PUNJAB
600,143514,Batala,Gurdaspur,PUNJAB
601,143515,Batala,Gurdaspur,PUNJAB
602,143516,Batala,Gurdaspur,PUNJAB
603,143517,Gurdaspur,Gurdaspur,PUNJAB
604,143518,Batala,Gurdaspur,PUNJAB
605,143519,Gurdaspur,Gurdaspur,PUNJAB
606,143520,Guirdaspur,Gurdaspur,PUNJAB
607,143521,Gurdaspur,Gurdaspur,PUNJAB
608,143525,Gurdaspur,Gurdaspur,PUNJAB
609,143526,Gurdaspur,Gurdaspur,PUNJAB
610,143527,Batala,Gurdaspur,PUNJAB
611,143528,Gurdaspur,Gurdaspur,PUNJAB
612,143529,Gurdaspur,Gurdaspur,PUNJAB
613,143530,Gurdaspur,Gurdaspur,PUNJAB
614,143531,Gurdaspur,Gurdaspur,PUNJAB
615,143532,Gurdaspur,Gurdaspur,PUNJAB
616,143533,Gurdaspur,Gurdaspur,PUNJAB
617,143534,Gurdaspur,Gurdaspur,PUNJAB
618,143601,Amritsar,Amritsar,PUNJAB
619,143602,Batala,Gurdaspur,PUNJAB
620,143603,Ajnala,Amritsar,PUNJAB
621,143604,Batala,Gurdaspur,PUNJAB
622,143605,Batala,Gurdaspur,PUNJAB
623,143606,Ajnala,Amritsar,PUNJAB
624,144001,Jalandhar - I,Jalandhar,PUNJAB
625,144002,Jalandhar,Jalandhar,PUNJAB
626,144003,Jalandhar,Jalandhar,PUNJAB
627,144004,Jalandhar,Jalandhar,PUNJAB
628,144005,Jalandhar,Jalandhar,PUNJAB
629,144006,Jalandhar -II,Jalandhar,PUNJAB
630,144007,Jalandhar,Jalandhar,PUNJAB
631,144008,Jalandhar - I,Jalandhar,PUNJAB
632,144009,Jalandhar,Jalandhar,PUNJAB
633,144010,Phillaur,Jalandhar,PUNJAB
634,144011,Jalandhar -II,Jalandhar,PUNJAB
635,144012,Jalandhar,Jalandhar,PUNJAB
636,144013,Jalandhar,Jalandhar,PUNJAB
637,144014,Jalandhar - I,Jalandhar,PUNJAB
638,144020,Jalandhar -II,Jalandhar,PUNJAB
639,144021,Jalandhar - I,Jalandhar,PUNJAB
640,144022,Jalandhar -II,Jalandhar,PUNJAB
641,144023,Jalandhar -II,Jalandhar,PUNJAB
642,144024,Jalandhar,Jalandhar,PUNJAB
643,144025,Jalandhar,Jalandhar,PUNJAB
644,144026,Jalandhar,Jalandhar,PUNJAB
645,144027,Jalandhar - I,Jalandhar,PUNJAB
646,144028,Jalandhar,Jalandhar,PUNJAB
647,144029,Jalandhar -II,Jalandhar,PUNJAB
648,144030,Jalandhar,Jalandhar,PUNJAB
649,144031,Phagwara,Jalandhar,PUNJAB
650,144032,Phagwara,Jalandhar,PUNJAB
651,144033,Nakodar,Jalandhar,PUNJAB
652,144034,Phagwara,Jalandhar,PUNJAB
653,144035,Phagwara Ho,Jalandhar,PUNJAB
654,144036,Phagwara,Jalandhar,PUNJAB
655,144037,Phagwara,Jalandhar,PUNJAB
656,144039,Nakodar,Jalandhar,PUNJAB
657,144040,Nakodar,Jalandhar,PUNJAB
658,144041,Nakodar,Jalandhar,PUNJAB
659,144042,Nakodar,Jalandhar,PUNJAB
660,144043,Kapurthala,Jalandhar,PUNJAB
661,144044,Kapurthala,Jalandhar,PUNJAB
662,144101,Jalandhar,Jalandhar,PUNJAB
663,144102,Jalandhar,Jalandhar,PUNJAB
664,144103,Jalandhar - I,Jalandhar,PUNJAB
665,144104,Jalandhar,Jalandhar,PUNJAB
666,144105,Hoshiarpur,Hoshiarpur,PUNJAB
667,144106,Jalandhar,Jalandhar,PUNJAB
668,144201,Jalandhar,Jalandhar,PUNJAB
669,144202,Hoshiarpur,Hoshiarpur,PUNJAB
670,144204,Dasuya,Hoshiarpur,PUNJAB
671,144205,Dasuya,Hoshiarpur,PUNJAB
672,144206,Hoshiarpur,Hoshiarpur,PUNJAB
673,144207,Dasua,Hoshiarpur,PUNJAB
674,144208,Hoshiarpur,Hoshiarpur,PUNJAB
675,144209,Hoshiarpur,Hoshiarpur,PUNJAB
676,144210,Hoshiarpur,Hoshiarpur,PUNJAB
677,144211,Hoshiarpur,Hoshiarpur,PUNJAB
678,144212,Dasua,Hoshiarpur,PUNJAB
679,144213,Hoshiarpur,Hoshiarpur,PUNJAB
680,144214,Hoshiarpur,Hoshiarpur,PUNJAB
681,144216,Hoshiarpur,Hoshiarpur,PUNJAB
682,144221,Hoshiarpur,Hoshiarpur,PUNJAB
683,144222,Hoshiarpur,Hoshiarpur,PUNJAB
684,144223,Hoshiarpur,Hoshiarpur,PUNJAB
685,144224,Balachaur,Nawanshahr,PUNJAB
686,144301,Jalandhar,Jalandhar,PUNJAB
687,144302,Jalandhar,Jalandhar,PUNJAB
688,144303,Jalandhar,Jalandhar,PUNJAB
689,144305,Dasua,Hoshiarpur,PUNJAB
690,144306,Hoshiarpur,Hoshiarpur,PUNJAB
691,144311,Phagwara,Jalandhar,PUNJAB
692,144401,Phagwara,Kapurthala,PUNJAB
693,144402,Phagwara,Jalandhar,PUNJAB
694,144403,Phagwara,Jalandhar,PUNJAB
695,144404,Hoshiarpur,Hoshiarpur,PUNJAB
696,144405,Phagwara,Jalandhar,PUNJAB
697,144406,Hoshiarpur,Hoshiarpur,PUNJAB
698,144407,Phagwara,Jalandhar,PUNJAB
699,144408,Phagwara,Kapurthala,PUNJAB
700,144409,Phillaur,Jalandhar,PUNJAB
701,144410,Phillaur,Jalandhar,PUNJAB
702,144411,Phagwara,Kapurthala,PUNJAB
703,144415,Nawanshahar,Nawanshahr,PUNJAB
704,144416,Jalandhar,Jalandhar,PUNJAB
705,144417,Nawanshahar,Nawanshahr,PUNJAB
706,144418,Phillaur,Jalandhar,PUNJAB
707,144419,Jalandhar -II,Jalandhar,PUNJAB
708,144421,Nawanshahar,Nawanshahr,PUNJAB
709,144422,Nawanshahar,Nawanshahr,PUNJAB
710,144501,Banga,Nawanshahr,PUNJAB
711,144502,Banga,Nawanshahr,PUNJAB
712,144503,Banga,Nawanshahr,PUNJAB
713,144504,Banga,Nawanshahr,PUNJAB
714,144505,Banga,Nawanshahr,PUNJAB
715,144506,Banga,Nawanshahr,PUNJAB
716,144507,Banga,Nawanshahr,PUNJAB
717,144508,Banga,Nawanshahr,PUNJAB
718,144509,Nawanshahar,Nawanshahr,PUNJAB
719,144510,Banga,Nawanshahr,PUNJAB
720,144511,Banga,Nawanshahr,PUNJAB
721,144512,Nawanshahar,Nawanshahr,PUNJAB
722,144513,Nawanshahar,Nawanshahr,PUNJAB
723,144514,Nawanshahar,Nawanshahr,PUNJAB
724,144515,Nawanshahar,Nawanshahr,PUNJAB
725,144516,Nawanshahar,Nawanshahr,PUNJAB
726,144517,Nawanshahar,Nawanshahr,PUNJAB
727,144518,Nawanshahar,Nawanshahr,PUNJAB
728,144519,Garhshankar,Hoshiarpur,PUNJAB
729,144520,Hoshiarpur,Hoshiarpur,PUNJAB
730,144521,Balachaur,Nawanshahr,PUNJAB
731,144522,Balachaur,Nawanshahr,PUNJAB
732,144523,Garhshankar,Hoshiarpur,PUNJAB
733,144524,Balachaur,Nawanshahr,PUNJAB
734,144525,Balachaur,Nawanshahr,PUNJAB
735,144526,Balachaur,Nawanshahr,PUNJAB
736,144527,Balachaur,Nawanshahr,PUNJAB
737,144528,Hoshiar Pur,Hoshiarpur,PUNJAB
738,144529,Hoshiarpur,Hoshiarpur,PUNJAB
739,144530,Hoshiar Pur,Hoshiarpur,PUNJAB
740,144531,Hoshiarpur,Hoshiarpur,PUNJAB
741,144532,Balachaur,Nawanshahr,PUNJAB
742,144533,Balachaur,Nawanshahr,PUNJAB
743,144601,Jalandhar -II,Kapurthala,PUNJAB
744,144602,Kapurthala,Kapurthala,PUNJAB
745,144603,Jalandhar-II,Jalandhar,PUNJAB
746,144606,Sultanpur Lodhi,Kapurthala,PUNJAB
747,144620,Kapurthala,Kapurthala,PUNJAB
748,144621,Bhulath,Kapurthala,PUNJAB
749,144622,Bholath,Kapurthala,PUNJAB
750,144623,Jalandhar -II,Jalandhar,PUNJAB
751,144624,Bholath,Kapurthala,PUNJAB
752,144625,Kapurthala,Kapurthala,PUNJAB
753,144626,Sultanpur,Kapurthala,PUNJAB
754,144628,Kapurthala,Kapurthala,PUNJAB
755,144629,Shahkot,Jalandhar,PUNJAB
756,144630,Kapurthala,Jalandhar,PUNJAB
757,144631,Bhulath,Kapurthala,PUNJAB
758,144632,Nawanshahr,Kapurthala,PUNJAB
759,144633,Phagwara,Jalandhar,PUNJAB
760,144701,Kapurthala,Jalandhar,PUNJAB
761,144702,Kapurthala,Jalandhar,PUNJAB
762,144703,Bholath,Jalandhar,PUNJAB
763,144801,Jalandhar -II,Jalandhar,PUNJAB
764,144802,Kapurthala,Kapurthala,PUNJAB
765,144803,Jalandhar -II,Kapurthala,PUNJAB
766,144804,Dhilwan,Kapurthala,PUNJAB
767,144805,Jalandhar -II,Jalandhar,PUNJAB
768,144806,Jalandhar -II,Jalandhar,PUNJAB
769,144819,Bhulath,Kapurthala,PUNJAB
770,145001,Dhar Kalan,Gurdaspur,PUNJAB
771,145022,Dhar Kalan,Gurdaspur,PUNJAB
772,145023,Pathankot,Gurdaspur,PUNJAB
773,145024,Pathankot,Gurdaspur,PUNJAB
774,145025,Pathankot,Gurdaspur,PUNJAB
775,145026,Pathankot,Gurdaspur,PUNJAB
776,145027,Pathankot,Gurdaspur,PUNJAB
777,145029,Dhar Kalan,Gurdaspur,PUNJAB
778,145101,Pathankot,Gurdaspur,PUNJAB
779,146001,Balachaur,Hoshiarpur,PUNJAB
780,146021,Hoshiarpur,Hoshiarpur,PUNJAB
781,146022,Hoshiar Pur,Hoshiarpur,PUNJAB
782,146023,Hoshiarpur,Hoshiarpur,PUNJAB
783,146024,Hoshiarpur,Hoshiarpur,PUNJAB
784,146101,Garhshankar,Hoshiarpur,PUNJAB
785,146102,Garhshankar,Hoshiarpur,PUNJAB
786,146103,Hoshiarpur,Hoshiarpur,PUNJAB
787,146104,Hoshiarpur,Hoshiarpur,PUNJAB
788,146105,Hoshiarpur,Hoshiarpur,PUNJAB
789,146106,Hoshiarpur,Hoshiarpur,PUNJAB
790,146107,Hoshiarpur,Hoshiarpur,PUNJAB
791,146108,Hoshiarpur,Hoshiarpur,PUNJAB
792,146109,Hoshiarpur,Hoshiarpur,PUNJAB
793,146110,Hoshiarpur,Hoshiarpur,PUNJAB
794,146111,Hoshiarpur,Hoshiarpur,PUNJAB
795,146112,Hoshiarpur,Hoshiarpur,PUNJAB
796,146113,Hoshiarpur,Hoshiarpur,PUNJAB
797,146114,Hoshiarpur,Hoshiarpur,PUNJAB
798,146115,Balachaur,Nawanshahr,PUNJAB
799,146116,Dasua,Hoshiarpur,PUNJAB
800,147001,Patiala,Patiala,PUNJAB
801,147002,Patiala,Patiala,PUNJAB
802,147003,Patiala,Patiala,PUNJAB
803,147004,Fatehgarh Sahib,Patiala,PUNJAB
804,147005,Patiala,Patiala,PUNJAB
805,147006,Nabha,Patiala,PUNJAB
806,147007,Patiala,Patiala,PUNJAB
807,147021,Patiala,Patiala,PUNJAB
808,147101,Fatehgarh Sahib,Patiala,PUNJAB
809,147102,Patiala,Patiala,PUNJAB
810,147103,Patiala,Patiala,PUNJAB
811,147104,Amloh (P),Patiala,PUNJAB
812,147105,Patiala,Patiala,PUNJAB
813,147111,Patiala,Patiala,PUNJAB
814,147201,Dera Bassi,Patiala,PUNJAB
815,147202,Bassi Pathana,Patiala,PUNJAB
816,147203,Amloh (P),Fatehgarh Sahib,PUNJAB
817,147301,Amloh (P),Fatehgarh Sahib,PUNJAB
818,148001,Sangrur,Sangrur,PUNJAB
819,148002,Dhuri,Sangrur,PUNJAB
820,148017,Dhuri,Sangrur,PUNJAB
821,148018,Dhuri,Sangrur,PUNJAB
822,148019,Malerkotla,Sangrur,PUNJAB
823,148020,Dhuri,Sangrur,PUNJAB
824,148021,Malerkotla,Sangrur,PUNJAB
825,148022,Dhuri,Sangrur,PUNJAB
826,148023,Malerkotla,Sangrur,PUNJAB
827,148024,Barnala,Barnala,PUNJAB
828,148025,Barnala,Barnala,PUNJAB
829,148026,Sangrur,Sangrur,PUNJAB
830,148027,Moonak,Sangrur,PUNJAB
831,148028,Sunam,Sangrur,PUNJAB
832,148029,Sangrur,Sangrur,PUNJAB
833,148030,Chhajli,Sangrur,PUNJAB
834,148031,Lehragaga,Sangrur,PUNJAB
835,148033,Moonak,Sangrur,PUNJAB
836,148034,Dhuri,Sangrur,PUNJAB
837,148035,Sunam,Sangrur,PUNJAB
838,148100,Barnala,Barnala,PUNJAB
839,148101,Barnala,Barnala,PUNJAB
840,148102,Barnala,Barnala,PUNJAB
841,148103,Barnala,Barnala,PUNJAB
842,148104,Barnala,Barnala,PUNJAB
843,148105,Barnala,Barnala,PUNJAB
844,148106,Barnala,Barnala,PUNJAB
845,148107,Barnala,Barnala,PUNJAB
846,148108,Barnala,Barnala,PUNJAB
847,148109,Barnala,Barnala,PUNJAB
848,151001,Bathinda,Bathinda,PUNJAB
849,151002,Bathinda,Bathinda,PUNJAB
850,151003,Bathinda,Bathinda,PUNJAB
851,151004,Bathinda,Bathinda,PUNJAB
852,151005,Bathinda,Bathinda,PUNJAB
853,151101,Bathinda,Bathinda,PUNJAB
854,151102,Bathinda,Bathinda,PUNJAB
855,151103,Phul,Bathinda,PUNJAB
856,151104,Phul,Bathinda,PUNJAB
857,151105,Phul,Bathinda,PUNJAB
858,151106,Bhai Rupa,Bathinda,PUNJAB
859,151108,Phul,Bathinda,PUNJAB
860,151111,Phul,Bathinda,PUNJAB
861,151201,Bathinda,Bathinda,PUNJAB
862,151202,Giddarbaha,Muktsar,PUNJAB
863,151203,Faridkot,Faridkot,PUNJAB
864,151204,Faridkot,Faridkot,PUNJAB
865,151205,Jaitu,Faridkot,PUNJAB
866,151206,Bhagta Bhai,Bathinda,PUNJAB
867,151207,Faridkot,Faridkot,PUNJAB
868,151208,Bhagha Purana,Moga,PUNJAB
869,151209,Faridkot,Faridkot,PUNJAB
870,151210,Malout,Muktsar,PUNJAB
871,151211,Malout,Muktsar,PUNJAB
872,151212,Faridkot,Faridkot,PUNJAB
873,151213,Faridkot,Faridkot,PUNJAB
874,151301,T Sabo,Bathinda,PUNJAB
875,151302,T  Sabo,Bathinda,PUNJAB
876,151401,Bathinda,Bathinda,PUNJAB
877,151501,Bareta,Bathinda,PUNJAB
878,151502,Bdh,Mansa,PUNJAB
879,151503,Boha,Mansa,PUNJAB
880,151504,Bkh,Mansa,PUNJAB
881,151505,Mansa,Mansa,PUNJAB
882,151506,Mansa,Mansa,PUNJAB
883,151507,Mansa,Mansa,PUNJAB
884,151508,B. Bagha,Mansa,PUNJAB
885,151509,Mansa,Mansa,PUNJAB
886,151510,Mansa,Mansa,PUNJAB
887,152001,Ferozepur,Firozpur,PUNJAB
888,152002,Ferozepur,Firozpur,PUNJAB
889,152003,Ferozepur,Firozpur,PUNJAB
890,152004,Ferozepur,Firozpur,PUNJAB
891,152005,Fazilka,Firozpur,PUNJAB
892,152021,Firozepur,Firozpur,PUNJAB
893,152022,Jalalabad,Firozpur,PUNJAB
894,152023,Ferozepur,Firozpur,PUNJAB
895,152024,Fazilka,Firozpur,PUNJAB
896,152025,Faridkot,Faridkot,PUNJAB
897,152026,Muktsar,Muktsar,PUNJAB
898,152028,Moga,Firozpur,PUNJAB
899,152031,Giddarbaha,Muktsar,PUNJAB
900,152032,Giddarbaha,Muktsar,PUNJAB
901,152033,Fazilka,Firozpur,PUNJAB
902,152101,Giddarbaha,Muktsar,PUNJAB
903,152107,Giddarbaha,Muktsar,PUNJAB
904,152112,Giddarbaha,Muktsar,PUNJAB
905,152113,Malout,Muktsar,PUNJAB
906,152114,Giddarbaha,Muktsar,PUNJAB
907,152115,Giddarbaha,Muktsar,PUNJAB
908,152116,Aboahr,Firozpur,PUNJAB
909,152117,Abohar,Firozpur,PUNJAB
910,152118,Abohar,Fazilka,PUNJAB
911,152121,Fazilka,Firozpur,PUNJAB
912,152122,Fazilka,Firozpur,PUNJAB
913,152123,Fazilka,Firozpur,PUNJAB
914,152124,Fazilka,Firozpur,PUNJAB
915,152128,Abohar,Firozpur,PUNJAB
916,152132,Abohar,Firozpur,PUNJAB
917,160001,Chandigarh,Chandigarh,CHANDIGARH
918,160002,Chandigarh,Chandigarh,CHANDIGARH
919,160003,Chandigarh,Chandigarh,CHANDIGARH
920,160004,Chandigarh,Chandigarh,CHANDIGARH
921,160009,Chandigarh,Chandigarh,CHANDIGARH
922,160011,Chandigarh,Chandigarh,CHANDIGARH
923,160012,Chandigarh,Chandigarh,CHANDIGARH
924,160014,Chandigarh,Chandigarh,CHANDIGARH
925,160015,Chandigarh,Chandigarh,CHANDIGARH
926,160017,Chandigarh,Chandigarh,CHANDIGARH
927,160018,Chandigarh,Chandigarh,CHANDIGARH
928,160019,Chandigarh,Chandigarh,CHANDIGARH
929,160020,Chandigarh,Chandigarh,CHANDIGARH
930,160022,Chandigarh,Chandigarh,CHANDIGARH
931,160023,Chandigarh,Chandigarh,CHANDIGARH
932,160025,N/A,Chandigarh,CHANDIGARH
933,160030,Chandigarh,Chandigarh,CHANDIGARH
934,160036,Chandigarh,Chandigarh,CHANDIGARH
935,160047,Chandigarh,Chandigarh,CHANDIGARH
936,160055,S.A.S.Nagar (Mohali),Rupnagar,PUNJAB
937,160059,S.A.S.Nagar (Mohali),Rupnagar,PUNJAB
938,160062,S.A.S.Nagar (Mohali),Rupnagar,PUNJAB
939,160071,S.A.S.Nagar (Mohali),Rupnagar,PUNJAB
940,160101,Chandigarh,Chandigarh,CHANDIGARH
941,160102,Chandigarh,Chandigarh,CHANDIGARH
942,160103,N/A,Mohali,PUNJAB
943,160104,Derabassi,Mohali,PUNJAB
944,171001,Shimla Rural(T),Shimla,HIMACHAL PRADESH
945,171002,Shimla Urban(T),Shimla,HIMACHAL PRADESH
946,171003,Shimla,Shimla,HIMACHAL PRADESH
947,171004,Shimla Urban(T),Shimla,HIMACHAL PRADESH
948,171005,Shimla,Shimla,HIMACHAL PRADESH
949,171006,Shimla,Shimla,HIMACHAL PRADESH
950,171007,Shimla,Shimla,HIMACHAL PRADESH
951,171008,Shimla Urban(T),Shimla,HIMACHAL PRADESH
952,171009,Shimla,Shimla,HIMACHAL PRADESH
953,171010,Shimla Urban(T),Shimla,HIMACHAL PRADESH
954,171011,Shimla,Shimla,HIMACHAL PRADESH
955,171012,Shimla R,Shimla,HIMACHAL PRADESH
956,171013,Shimla,Shimla,HIMACHAL PRADESH
957,171018,Suni,Shimla,HIMACHAL PRADESH
958,171019,Suni,Shimla,HIMACHAL PRADESH
959,171102,N/A,Solan,HIMACHAL PRADESH
960,171103,Shimla,Shimla,HIMACHAL PRADESH
961,171201,Theog,Shimla,HIMACHAL PRADESH
962,171202,Kothkhai,Shimla,HIMACHAL PRADESH
963,171203,Jubbal,Shimla,HIMACHAL PRADESH
964,171204,Kothkhai,Shimla,HIMACHAL PRADESH
965,171205,Jubbal,Shimla,HIMACHAL PRADESH
966,171206,Jubbal,Shimla,HIMACHAL PRADESH
967,171207,Rohru,Shimla,HIMACHAL PRADESH
968,171208,Chirgaon,Shimla,HIMACHAL PRADESH
969,171209,Theog,Shimla,HIMACHAL PRADESH
970,171210,Chopal,Shimla,HIMACHAL PRADESH
971,171211,Chopal,Shimla,HIMACHAL PRADESH
972,171212,Kumarsain,Shimla,HIMACHAL PRADESH
973,171213,Kumarsain,Shimla,HIMACHAL PRADESH
974,171214,Chirgaon,Shimla,HIMACHAL PRADESH
975,171215,Jubbal,Shimla,HIMACHAL PRADESH
976,171216,Jubbal,Shimla,HIMACHAL PRADESH
977,171217,Chopal,Shimla,HIMACHAL PRADESH
978,171218,Shimla,Shimla,HIMACHAL PRADESH
979,171219,Shimla,Shimla,HIMACHAL PRADESH
980,171220,Kothkhai,Shimla,HIMACHAL PRADESH
981,171221,Dodra Kawar,Shimla,HIMACHAL PRADESH
982,171222,Theog,Shimla,HIMACHAL PRADESH
983,171223,Rohru,Shimla,HIMACHAL PRADESH
984,171224,Rohru,Shimla,HIMACHAL PRADESH
985,171225,Kothkhai,Shimla,HIMACHAL PRADESH
986,171226,Rajgarh,Sirmaur,HIMACHAL PRADESH
987,171301,Suni,Shimla,HIMACHAL PRADESH
988,172001,Ani(S.T),Kullu,HIMACHAL PRADESH
989,172002,Nermand(T),Kullu,HIMACHAL PRADESH
990,172021,Nankhari,Shimla,HIMACHAL PRADESH
991,172022,Rampur Bushahr,Shimla,HIMACHAL PRADESH
992,172023,Nermand(T),Kullu,HIMACHAL PRADESH
993,172024,Kumarsain,Shimla,HIMACHAL PRADESH
994,172025,Ani(S.T),Kullu,HIMACHAL PRADESH
995,172026,Ani(S.T),Kullu,HIMACHAL PRADESH
996,172027,Kumarsain,Shimla,HIMACHAL PRADESH
997,172028,Nankhari(S.T),Shimla,HIMACHAL PRADESH
998,172029,Kumarsain,Shimla,HIMACHAL PRADESH
999,172030,Kumarsain,Shimla,HIMACHAL PRADESH
1000,172031,Kumharsain(T),Shimla,HIMACHAL PRADESH
1001,172032,Ani(S.T),Kullu,HIMACHAL PRADESH
1002,172033,Nermand(T),Kullu,HIMACHAL PRADESH
1003,172034,Rampur(T),Shimla,HIMACHAL PRADESH
1004,172101,Nichar(T),Kinnaur,HIMACHAL PRADESH
1005,172102,Rampur Bushahr,Shimla,HIMACHAL PRADESH
1006,172103,Nichar(T),Kinnaur,HIMACHAL PRADESH
1007,172104,Nichar,Kinnaur,HIMACHAL PRADESH
1008,172105,Nichar(T),Kinnaur,HIMACHAL PRADESH
1009,172106,Sangla,Kinnaur,HIMACHAL PRADESH
1010,172107,Kalpa(T),Kinnaur,HIMACHAL PRADESH
1011,172108,Kalpa(T),Kinnaur,HIMACHAL PRADESH
1012,172109,Moorang,Kinnaur,HIMACHAL PRADESH
1013,172110,Morang(T),Kinnaur,HIMACHAL PRADESH
1014,172111,Hangrang,Kinnaur,HIMACHAL PRADESH
1015,172112,Hangrang,Kinnaur,HIMACHAL PRADESH
1016,172113,Spiti,Lahul & Spiti,HIMACHAL PRADESH
1017,172114,Spiti,Lahul & Spiti,HIMACHAL PRADESH
1018,172115,Nichar,Kinnaur,HIMACHAL PRADESH
1019,172116,Morang(T),Kinnaur,HIMACHAL PRADESH
1020,172117,Spiti,Lahul & Spiti,HIMACHAL PRADESH
1021,172118,Nichar(T),Kinnaur,HIMACHAL PRADESH
1022,172201,Nirmand,Kullu,HIMACHAL PRADESH
1023,173001,Nahan,Sirmaur,HIMACHAL PRADESH
1024,173021,Paonta,Sirmaur,HIMACHAL PRADESH
1025,173022,Paonta,Sirmaur,HIMACHAL PRADESH
1026,173023,Sangarh,Sirmaur,HIMACHAL PRADESH
1027,173024,Pachhad,Sirmaur,HIMACHAL PRADESH
1028,173025,Paonta,Sirmaur,HIMACHAL PRADESH
1029,173026,Nahan,Sirmaur,HIMACHAL PRADESH
1030,173027,Paonta,Sirmaur,HIMACHAL PRADESH
1031,173028,Paonta,Sirmaur,HIMACHAL PRADESH
1032,173029,Paonta,Sirmaur,HIMACHAL PRADESH
1033,173030,Nahan,Sirmaur,HIMACHAL PRADESH
1034,173031,Poanta Sahib,Sirmaur,HIMACHAL PRADESH
1035,173032,Sangah,Sirmaur,HIMACHAL PRADESH
1036,173101,Pachhad,Sirmaur,HIMACHAL PRADESH
1037,173104,Nohra,Sirmaur,HIMACHAL PRADESH
1038,173201,N/A,Solan,HIMACHAL PRADESH
1039,173202,N/A,Solan,HIMACHAL PRADESH
1040,173204,Kasauli,Solan,HIMACHAL PRADESH
1041,173205,Nalagarh,Solan,HIMACHAL PRADESH
1042,173206,N/A,Solan,HIMACHAL PRADESH
1043,173207,Arki,Solan,HIMACHAL PRADESH
1044,173208,Arki,Solan,HIMACHAL PRADESH
1045,173209,Kasauli,Solan,HIMACHAL PRADESH
1046,173210,Solan,Solan,HIMACHAL PRADESH
1047,173211,Solan,Solan,HIMACHAL PRADESH
1048,173212,Solan,Solan,HIMACHAL PRADESH
1049,173213,Solan,Solan,HIMACHAL PRADESH
1050,173214,Kasauli(T),Solan,HIMACHAL PRADESH
1051,173215,Kandaghat,Solan,HIMACHAL PRADESH
1052,173217,Junga,Shimla,HIMACHAL PRADESH
1053,173218,Arki,Solan,HIMACHAL PRADESH
1054,173220,Kasauli,Solan,HIMACHAL PRADESH
1055,173221,Arki,Solan,HIMACHAL PRADESH
1056,173222,Kandaghat,Solan,HIMACHAL PRADESH
1057,173223,Pachhad,Sirmaur,HIMACHAL PRADESH
1058,173225,N/A,Solan,HIMACHAL PRADESH
1059,173229,N/A,Sirmaur,HIMACHAL PRADESH
1060,173230,N/A,Solan,HIMACHAL PRADESH
1061,173233,N/A,Solan,HIMACHAL PRADESH
1062,173234,Kandaghat,Solan,HIMACHAL PRADESH
1063,173235,Arki,Solan,HIMACHAL PRADESH
1064,174001,Bilaspur,Bilaspur (HP),HIMACHAL PRADESH
1065,174002,Bilaspur,Bilaspur (HP),HIMACHAL PRADESH
1066,174003,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH
1067,174004,Bilaspur,Bilaspur (HP),HIMACHAL PRADESH
1068,174005,Blaspur,Bilaspur (HP),HIMACHAL PRADESH
1069,174011,Naina Devi,Bilaspur (HP),HIMACHAL PRADESH
1070,174012,Bilaspur,Bilaspur (HP),HIMACHAL PRADESH
1071,174013,Bilaspur,Bilaspur (HP),HIMACHAL PRADESH
1072,174015,Naina Devi,Bilaspur (HP),HIMACHAL PRADESH
1073,174017,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH
1074,174021,Ghuamrwin,Bilaspur (HP),HIMACHAL PRADESH
1075,174023,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH
1076,174024,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH
1077,174026,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH
1078,174027,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH
1079,174028,Ghumarwin,Bilaspur (HP),HIMACHAL PRADESH
1080,174029,Jhamdutta,Bilaspur (HP),HIMACHAL PRADESH
1081,174030,Jhandutha,Bilaspur (HP),HIMACHAL PRADESH
1082,174031,Jhanduta(T),Bilaspur (HP),HIMACHAL PRADESH
1083,174032,Bilapur,Bilaspur (HP),HIMACHAL PRADESH
1084,174033,Bilaspur,Bilaspur (HP),HIMACHAL PRADESH
1085,174034,Jhandutha,Bilaspur (HP),HIMACHAL PRADESH
1086,174035,Jhandutha,Bilaspur (HP),HIMACHAL PRADESH
1087,174036,N/A,Bilaspur (HP),HIMACHAL PRADESH
1088,174101,N/A,Solan,HIMACHAL PRADESH
1089,174102,Ramsheher,Solan,HIMACHAL PRADESH
1090,174103,Kasauli,Solan,HIMACHAL PRADESH
1091,174201,Naina Devi,Bilaspur (HP),HIMACHAL PRADESH
1092,174301,Haroli,Una,HIMACHAL PRADESH
1093,174302,Amb,Una,HIMACHAL PRADESH
1094,174303,Una,Una,HIMACHAL PRADESH
1095,174304,Barsar,Hamirpur(HP),HIMACHAL PRADESH
1096,174305,Barsar,Hamirpur(HP),HIMACHAL PRADESH
1097,174306,Una,Una,HIMACHAL PRADESH
1098,174307,Bangana,Una,HIMACHAL PRADESH
